city,timestamp,temperature,season
New York,2010-07-06,21.46079828008182,summer
New York,2010-07-07,24.75797253477858,summer
New York,2010-07-08,28.929409215899398,summer
New York,2010-07-09,29.92399081659917,summer
New York,2010-07-10,23.872112613061,summer
New York,2010-07-11,23.322757493178017,summer
New York,2010-07-12,20.210160878040043,summer
New York,2010-07-13,24.615693289128842,summer
New York,2010-07-14,17.79132651385196,summer
New York,2010-07-15,19.06047865777225,summer
New York,2010-07-16,30.452901776676768,summer
New York,2010-07-17,30.0417848368671,summer
New York,2010-07-18,30.384735194027925,summer
New York,2010-07-19,28.549916635370298,summer
New York,2010-07-20,19.27661828826883,summer
New York,2010-07-21,19.831689949135964,summer
New York,2010-07-22,15.314915674033479,summer
New York,2010-07-23,27.18969424495436,summer
New York,2010-07-24,17.24560608660386,summer
New York,2010-07-25,31.617900707828046,summer
New York,2010-07-26,21.9726513382828,summer
New York,2010-07-27,18.748978077995197,summer
New York,2010-07-28,22.433875856369337,summer
New York,2010-07-29,26.785061906006156,summer
New York,2010-07-30,21.25107845622872,summer
New York,2010-07-31,27.41607650993147,summer
New York,2010-08-01,12.332467108002039,summer
New York,2010-08-02,27.66393059491582,summer
New York,2010-08-03,34.17383460916376,summer
New York,2010-08-04,37.95283556832189,summer
New York,2010-08-05,20.120243489558447,summer
New York,2010-08-06,16.395799330924458,summer
New York,2010-08-07,26.504535226635785,summer
New York,2010-08-08,28.737248830429056,summer
New York,2010-08-09,27.334995774685346,summer
New York,2010-08-10,22.924010042162454,summer
New York,2010-08-11,21.05366365339993,summer
New York,2010-08-12,25.206020227100993,summer
New York,2010-08-13,24.12720300859653,summer
New York,2010-08-14,31.49978025527539,summer
New York,2010-08-15,17.05135454033153,summer
New York,2010-08-16,28.997602688822617,summer
New York,2010-08-17,28.42024983538244,summer
New York,2010-08-18,22.617343487989924,summer
New York,2010-08-19,18.05454247597091,summer
New York,2010-08-20,19.211447676628058,summer
New York,2010-08-21,21.351590737585227,summer
New York,2010-08-22,26.175534300902033,summer
New York,2010-08-23,20.89327833045677,summer
New York,2010-08-24,25.198443533961566,summer
New York,2010-08-25,21.58026039681218,summer
New York,2010-08-26,26.465776621585352,summer
New York,2010-08-27,21.722415226850845,summer
New York,2010-08-28,25.770424207078246,summer
New York,2010-08-29,27.10431725551679,summer
New York,2010-08-30,28.080028842905925,summer
New York,2010-08-31,27.695547043953155,summer
New York,2010-09-01,15.552534062828173,autumn
New York,2010-09-02,7.226228067960472,autumn
New York,2010-09-03,17.282021141407714,autumn
New York,2010-09-04,10.738471595038382,autumn
New York,2010-09-05,20.09191681636881,autumn
New York,2010-09-06,9.748400314548604,autumn
New York,2010-09-07,16.905010807025548,autumn
New York,2010-09-08,10.916958393483846,autumn
New York,2010-09-09,22.849763120216124,autumn
New York,2010-09-10,21.602287180523597,autumn
New York,2010-09-11,15.24589479831702,autumn
New York,2010-09-12,17.588090721933575,autumn
New York,2010-09-13,22.109668605961616,autumn
New York,2010-09-14,12.7396667137323,autumn
New York,2010-09-15,11.59138194458669,autumn
New York,2010-09-16,5.635858017041139,autumn
New York,2010-09-17,13.173581009141047,autumn
New York,2010-09-18,10.58931035317847,autumn
New York,2010-09-19,20.97807809749981,autumn
New York,2010-09-20,4.639834490764553,autumn
New York,2010-09-21,14.218364549399965,autumn
New York,2010-09-22,17.13012613309456,autumn
New York,2010-09-23,15.39222637141412,autumn
New York,2010-09-24,18.7903040785937,autumn
New York,2010-09-25,14.495354137066176,autumn
New York,2010-09-26,15.82680635680838,autumn
New York,2010-09-27,11.584187250564142,autumn
New York,2010-09-28,17.67117299123886,autumn
New York,2010-09-29,15.026252073052065,autumn
New York,2010-09-30,18.441435053325904,autumn
New York,2010-10-01,20.89194875966792,autumn
New York,2010-10-02,11.702983730050988,autumn
New York,2010-10-03,16.318928475130207,autumn
New York,2010-10-04,11.900558743032121,autumn
New York,2010-10-05,10.82505591049487,autumn
New York,2010-10-06,16.30545232791598,autumn
New York,2010-10-07,7.109409414189576,autumn
New York,2010-10-08,17.965900170156907,autumn
New York,2010-10-09,17.78396385043348,autumn
New York,2010-10-10,24.231360157915702,autumn
New York,2010-10-11,19.041769146886494,autumn
New York,2010-10-12,16.688646134707234,autumn
New York,2010-10-13,14.961113472264548,autumn
New York,2010-10-14,12.71333741327912,autumn
New York,2010-10-15,15.44057640299485,autumn
New York,2010-10-16,15.204229561906034,autumn
New York,2010-10-17,14.84822062576826,autumn
New York,2010-10-18,16.438475719110105,autumn
New York,2010-10-19,25.195871992134222,autumn
New York,2010-10-20,18.55815646907143,autumn
New York,2010-10-21,13.594780512004924,autumn
New York,2010-10-22,10.826097910347572,autumn
New York,2010-10-23,8.940591483661624,autumn
New York,2010-10-24,19.30645645160992,autumn
New York,2010-10-25,13.165211284020568,autumn
New York,2010-10-26,21.596847078583266,autumn
New York,2010-10-27,14.43271113458291,autumn
New York,2010-10-28,12.010381226759634,autumn
New York,2010-10-29,20.18578789783988,autumn
New York,2010-10-30,18.11296478053209,autumn
New York,2010-10-31,18.709290029696305,autumn
New York,2010-11-01,15.300179537014921,autumn
New York,2010-11-02,14.963787583610648,autumn
New York,2010-11-03,16.761439142823093,autumn
New York,2010-11-04,10.656988922848516,autumn
New York,2010-11-05,16.658659754255346,autumn
New York,2010-11-06,14.73651400021122,autumn
New York,2010-11-07,18.42228191793816,autumn
New York,2010-11-08,11.937182339023005,autumn
New York,2010-11-09,18.648154886696613,autumn
New York,2010-11-10,21.060293166005675,autumn
New York,2010-11-11,16.485922931148508,autumn
New York,2010-11-12,10.998199710543854,autumn
New York,2010-11-13,20.716198543879393,autumn
New York,2010-11-14,18.930381376781785,autumn
New York,2010-11-15,18.85640829524499,autumn
New York,2010-11-16,13.758130833585058,autumn
New York,2010-11-17,19.290967405504038,autumn
New York,2010-11-18,8.094715388371867,autumn
New York,2010-11-19,10.641478982667913,autumn
New York,2010-11-20,21.469583438386564,autumn
New York,2010-11-21,12.143298581814909,autumn
New York,2010-11-22,21.80761835413206,autumn
New York,2010-11-23,14.350684408011197,autumn
New York,2010-11-24,20.953870307963193,autumn
New York,2010-11-25,13.418545258262437,autumn
New York,2010-11-26,12.149956723960079,autumn
New York,2010-11-27,20.985918532309732,autumn
New York,2010-11-28,14.032974955603507,autumn
New York,2010-11-29,1.9351069411928954,autumn
New York,2010-11-30,18.498927327877624,autumn
New York,2010-12-01,1.716477488813746,winter
New York,2010-12-02,-2.2494203627797695,winter
New York,2010-12-03,1.6171602814690844,winter
New York,2010-12-04,-0.5039406369991326,winter
New York,2010-12-05,-6.001304141552674,winter
New York,2010-12-06,0.2040501290509825,winter
New York,2010-12-07,-8.395734494296109,winter
New York,2010-12-08,-4.227731180808791,winter
New York,2010-12-09,10.918282033985236,winter
New York,2010-12-10,-2.8423473379702315,winter
New York,2010-12-11,5.2999997729109,winter
New York,2010-12-12,-11.84879421967526,winter
New York,2010-12-13,6.946966925322325,winter
New York,2010-12-14,-2.1611545059216724,winter
New York,2010-12-15,2.4768448733655775,winter
New York,2010-12-16,-5.074317608034504,winter
New York,2010-12-17,-2.884415243343785,winter
New York,2010-12-18,-3.8217362930692107,winter
New York,2010-12-19,0.3893908263902963,winter
New York,2010-12-20,3.508297204478513,winter
New York,2010-12-21,1.683596086187755,winter
New York,2010-12-22,6.917208899985667,winter
New York,2010-12-23,0.1864555990106477,winter
New York,2010-12-24,7.124381505321824,winter
New York,2010-12-25,-2.7113121382863743,winter
New York,2010-12-26,0.32854017229840304,winter
New York,2010-12-27,2.1952619653120298,winter
New York,2010-12-28,7.440650278063403,winter
New York,2010-12-29,0.9092032239710579,winter
New York,2010-12-30,-3.5519210546275373,winter
New York,2010-12-31,-0.7490914031893642,winter
New York,2011-01-01,-4.768837060066761,winter
New York,2011-01-02,6.472468701001109,winter
New York,2011-01-03,1.7326155542927932,winter
New York,2011-01-04,3.8778044924580106,winter
New York,2011-01-05,-8.743416042204046,winter
New York,2011-01-06,0.7073740027220149,winter
New York,2011-01-07,-2.4471445539431618,winter
New York,2011-01-08,-7.456671215119321,winter
New York,2011-01-09,-9.74670027891624,winter
New York,2011-01-10,8.68335964436439,winter
New York,2011-01-11,-13.458110356548262,winter
New York,2011-01-12,-1.7811996323683141,winter
New York,2011-01-13,-2.5003791947201575,winter
New York,2011-01-14,-3.886171864954151,winter
New York,2011-01-15,-5.967379337671296,winter
New York,2011-01-16,3.0771822517835927,winter
New York,2011-01-17,1.993483936790188,winter
New York,2011-01-18,3.5121359065444846,winter
New York,2011-01-19,-5.677986724825556,winter
New York,2011-01-20,-0.5623192186983651,winter
New York,2011-01-21,1.1157238834668222,winter
New York,2011-01-22,-6.83244710099936,winter
New York,2011-01-23,-5.130893469577387,winter
New York,2011-01-24,-0.744780934385378,winter
New York,2011-01-25,12.049970325675446,winter
New York,2011-01-26,-0.8838800226289188,winter
New York,2011-01-27,-1.2576009360682745,winter
New York,2011-01-28,-12.808685253857835,winter
New York,2011-01-29,-3.7850342064321123,winter
New York,2011-01-30,-0.7312719314019815,winter
New York,2011-01-31,3.0053408391708123,winter
New York,2011-02-01,6.220948891546415,winter
New York,2011-02-02,-2.9307575745424206,winter
New York,2011-02-03,-3.6893608001353133,winter
New York,2011-02-04,-13.133066047959495,winter
New York,2011-02-05,-9.80111392464602,winter
New York,2011-02-06,-6.0599608121626325,winter
New York,2011-02-07,1.9349905168971562,winter
New York,2011-02-08,0.9281536135087833,winter
New York,2011-02-09,-2.251800216900765,winter
New York,2011-02-10,1.5934258490509214,winter
New York,2011-02-11,5.014421810267645,winter
New York,2011-02-12,-5.92148453796749,winter
New York,2011-02-13,-0.75749607380176,winter
New York,2011-02-14,2.2155753269316625,winter
New York,2011-02-15,-4.443495936300091,winter
New York,2011-02-16,10.55694329144874,winter
New York,2011-02-17,-3.829181326665983,winter
New York,2011-02-18,-3.1873724204468417,winter
New York,2011-02-19,-1.1732409299227873,winter
New York,2011-02-20,0.5582238478952826,winter
New York,2011-02-21,2.8160634920018666,winter
New York,2011-02-22,5.5309372673959984,winter
New York,2011-02-23,0.03802174408935329,winter
New York,2011-02-24,-1.5619286397784227,winter
New York,2011-02-25,2.103280029602902,winter
New York,2011-02-26,-11.363945917806745,winter
New York,2011-02-27,12.150865650689461,winter
New York,2011-02-28,2.1038428653935033,winter
New York,2011-03-01,18.590795562869044,spring
New York,2011-03-02,15.045662293937578,spring
New York,2011-03-03,2.4639070445581464,spring
New York,2011-03-04,14.2654217814301,spring
New York,2011-03-05,10.721153755521778,spring
New York,2011-03-06,10.695629379616411,spring
New York,2011-03-07,5.009165217257892,spring
New York,2011-03-08,18.978044846760206,spring
New York,2011-03-09,2.535827982537839,spring
New York,2011-03-10,4.614321329172192,spring
New York,2011-03-11,10.911900854737983,spring
New York,2011-03-12,12.511055048407439,spring
New York,2011-03-13,10.349908210234476,spring
New York,2011-03-14,14.660920246203382,spring
New York,2011-03-15,9.387287310243034,spring
New York,2011-03-16,9.932564228449595,spring
New York,2011-03-17,-0.7441866294645738,spring
New York,2011-03-18,6.544055231441616,spring
New York,2011-03-19,19.408695387058025,spring
New York,2011-03-20,10.718749827448024,spring
New York,2011-03-21,15.916118434995953,spring
New York,2011-03-22,7.721415676664203,spring
New York,2011-03-23,-1.6031479331520337,spring
New York,2011-03-24,12.914568569058012,spring
New York,2011-03-25,0.7278862031841378,spring
New York,2011-03-26,11.5903393294138,spring
New York,2011-03-27,10.327285573878667,spring
New York,2011-03-28,12.925708468387583,spring
New York,2011-03-29,9.136708976211072,spring
New York,2011-03-30,5.361707722638035,spring
New York,2011-03-31,6.023497945198148,spring
New York,2011-04-01,11.977538629504851,spring
New York,2011-04-02,8.310077351727058,spring
New York,2011-04-03,15.155925674307543,spring
New York,2011-04-04,6.564195431810358,spring
New York,2011-04-05,9.015393497741435,spring
New York,2011-04-06,10.039622541151697,spring
New York,2011-04-07,9.868708457531598,spring
New York,2011-04-08,5.197291050296755,spring
New York,2011-04-09,5.4085460709371915,spring
New York,2011-04-10,11.182388640008973,spring
New York,2011-04-11,4.601739412428717,spring
New York,2011-04-12,-1.3413559096770538,spring
New York,2011-04-13,16.526190555540573,spring
New York,2011-04-14,8.084459277555043,spring
New York,2011-04-15,0.3116148156973715,spring
New York,2011-04-16,-0.9678741499589911,spring
New York,2011-04-17,18.042916219661986,spring
New York,2011-04-18,6.421338717574266,spring
New York,2011-04-19,5.258478581765051,spring
New York,2011-04-20,10.791857386469589,spring
New York,2011-04-21,11.391007178589895,spring
New York,2011-04-22,15.07540935824479,spring
New York,2011-04-23,14.763729665912274,spring
New York,2011-04-24,15.732424367726633,spring
New York,2011-04-25,12.706902241983888,spring
New York,2011-04-26,5.357639132345146,spring
New York,2011-04-27,4.956026345398621,spring
New York,2011-04-28,14.511014290091108,spring
New York,2011-04-29,6.155671394569161,spring
New York,2011-04-30,19.76298350286147,spring
New York,2011-05-01,9.352672699853821,spring
New York,2011-05-02,1.8013094884487852,spring
New York,2011-05-03,-2.5036963439456734,spring
New York,2011-05-04,6.514983971302424,spring
New York,2011-05-05,9.108806102583765,spring
New York,2011-05-06,-1.3872846760171598,spring
New York,2011-05-07,11.438296951770635,spring
New York,2011-05-08,21.451311772271556,spring
New York,2011-05-09,1.6383342222369315,spring
New York,2011-05-10,9.991662136551323,spring
New York,2011-05-11,7.2638228004639664,spring
New York,2011-05-12,17.947991730358677,spring
New York,2011-05-13,13.812525100630875,spring
New York,2011-05-14,7.966551093507999,spring
New York,2011-05-15,14.546027244541879,spring
New York,2011-05-16,16.880586061302797,spring
New York,2011-05-17,14.043097300336587,spring
New York,2011-05-18,10.277136847343078,spring
New York,2011-05-19,12.212108096830598,spring
New York,2011-05-20,9.231747082549537,spring
New York,2011-05-21,0.2976329016952519,spring
New York,2011-05-22,11.234445352680998,spring
New York,2011-05-23,1.9678382782553978,spring
New York,2011-05-24,12.534089841360561,spring
New York,2011-05-25,13.280678195732143,spring
New York,2011-05-26,12.503966235674266,spring
New York,2011-05-27,15.776883586780272,spring
New York,2011-05-28,7.735211712196563,spring
New York,2011-05-29,15.08769653522705,spring
New York,2011-05-30,7.118664338801539,spring
New York,2011-05-31,15.459929993176598,spring
New York,2011-06-01,23.659880417601315,summer
New York,2011-06-02,24.718736333125907,summer
New York,2011-06-03,26.206082689845076,summer
New York,2011-06-04,28.03745728990639,summer
New York,2011-06-05,29.551586183338767,summer
New York,2011-06-06,21.704973551525168,summer
New York,2011-06-07,26.516573395048063,summer
New York,2011-06-08,26.70025130571632,summer
New York,2011-06-09,22.82362456901146,summer
New York,2011-06-10,29.299194363215417,summer
New York,2011-06-11,33.2558530403844,summer
New York,2011-06-12,26.831581166508624,summer
New York,2011-06-13,17.872995068705976,summer
New York,2011-06-14,27.106657532799932,summer
New York,2011-06-15,28.45271913591118,summer
New York,2011-06-16,28.465001765678103,summer
New York,2011-06-17,32.744467389269225,summer
New York,2011-06-18,17.570613238202434,summer
New York,2011-06-19,33.256394056542526,summer
New York,2011-06-20,29.750035877281917,summer
New York,2011-06-21,19.632024588740432,summer
New York,2011-06-22,21.26097972024902,summer
New York,2011-06-23,23.89465869069554,summer
New York,2011-06-24,28.869581954784337,summer
New York,2011-06-25,29.003953787268813,summer
New York,2011-06-26,31.695019274780968,summer
New York,2011-06-27,21.440764324601677,summer
New York,2011-06-28,26.85478983570592,summer
New York,2011-06-29,35.042177501899445,summer
New York,2011-06-30,16.506531967899825,summer
New York,2011-07-01,18.93109294796569,summer
New York,2011-07-02,19.145795155877032,summer
New York,2011-07-03,31.760955935480354,summer
New York,2011-07-04,26.8695095460521,summer
New York,2011-07-05,20.369413298991965,summer
New York,2011-07-06,17.320289646896256,summer
New York,2011-07-07,21.46814367063967,summer
New York,2011-07-08,20.626712064273512,summer
New York,2011-07-09,26.95065254642686,summer
New York,2011-07-10,27.89948010125315,summer
New York,2011-07-11,22.19749705823682,summer
New York,2011-07-12,22.668151380491306,summer
New York,2011-07-13,24.606606692756866,summer
New York,2011-07-14,25.02836763058752,summer
New York,2011-07-15,18.574432514293818,summer
New York,2011-07-16,20.69024987491957,summer
New York,2011-07-17,31.527011310008575,summer
New York,2011-07-18,32.77611305361831,summer
New York,2011-07-19,29.14488069028956,summer
New York,2011-07-20,27.806471526676727,summer
New York,2011-07-21,26.39380284236422,summer
New York,2011-07-22,24.93641299102858,summer
New York,2011-07-23,13.959901725811088,summer
New York,2011-07-24,21.3538718961253,summer
New York,2011-07-25,33.99619567573973,summer
New York,2011-07-26,24.667104632918885,summer
New York,2011-07-27,30.43586581592941,summer
New York,2011-07-28,27.16363896268325,summer
New York,2011-07-29,20.58781154795254,summer
New York,2011-07-30,29.030876095738236,summer
New York,2011-07-31,25.34340522234244,summer
New York,2011-08-01,26.91638927666197,summer
New York,2011-08-02,24.85788498787173,summer
New York,2011-08-03,24.042673644197865,summer
New York,2011-08-04,25.428064577121994,summer
New York,2011-08-05,31.996511594261314,summer
New York,2011-08-06,22.038024892385835,summer
New York,2011-08-07,29.947508980595956,summer
New York,2011-08-08,27.43234111510283,summer
New York,2011-08-09,22.803104608444993,summer
New York,2011-08-10,22.883076697946926,summer
New York,2011-08-11,21.483325857524548,summer
New York,2011-08-12,19.815154006970687,summer
New York,2011-08-13,23.86565730819647,summer
New York,2011-08-14,21.723649794762608,summer
New York,2011-08-15,24.03565454315796,summer
New York,2011-08-16,24.928581544335394,summer
New York,2011-08-17,15.860773957694322,summer
New York,2011-08-18,22.259175345737688,summer
New York,2011-08-19,26.675372170409084,summer
New York,2011-08-20,25.423848300581724,summer
New York,2011-08-21,29.192462848639053,summer
New York,2011-08-22,27.711903958472913,summer
New York,2011-08-23,20.064465935427783,summer
New York,2011-08-24,24.64251986733271,summer
New York,2011-08-25,20.26787017693586,summer
New York,2011-08-26,29.02314959021141,summer
New York,2011-08-27,36.384593382811865,summer
New York,2011-08-28,20.38204605968977,summer
New York,2011-08-29,28.912158353142882,summer
New York,2011-08-30,22.860752316910627,summer
New York,2011-08-31,24.73449792489759,summer
New York,2011-09-01,13.619524641390342,autumn
New York,2011-09-02,15.961013541789658,autumn
New York,2011-09-03,26.168877903135492,autumn
New York,2011-09-04,10.573778691150702,autumn
New York,2011-09-05,19.786526208155788,autumn
New York,2011-09-06,15.629416219419042,autumn
New York,2011-09-07,14.039925699659896,autumn
New York,2011-09-08,26.211542373419583,autumn
New York,2011-09-09,13.696004920049969,autumn
New York,2011-09-10,20.13289927677131,autumn
New York,2011-09-11,18.934322633848858,autumn
New York,2011-09-12,10.364163593002552,autumn
New York,2011-09-13,10.771412251895693,autumn
New York,2011-09-14,7.413265075258898,autumn
New York,2011-09-15,13.400766466270381,autumn
New York,2011-09-16,8.429862409254,autumn
New York,2011-09-17,15.851336063797854,autumn
New York,2011-09-18,11.541508773745772,autumn
New York,2011-09-19,17.221514554501788,autumn
New York,2011-09-20,17.17059017366279,autumn
New York,2011-09-21,12.335687399914036,autumn
New York,2011-09-22,17.389538823325175,autumn
New York,2011-09-23,11.672664315929433,autumn
New York,2011-09-24,10.981574878629889,autumn
New York,2011-09-25,15.017436082339643,autumn
New York,2011-09-26,15.546937700345833,autumn
New York,2011-09-27,20.561146398660764,autumn
New York,2011-09-28,13.750244843794615,autumn
New York,2011-09-29,7.215204264262858,autumn
New York,2011-09-30,12.333990777485408,autumn
New York,2011-10-01,12.05423733358782,autumn
New York,2011-10-02,18.361255061100664,autumn
New York,2011-10-03,14.417747434849215,autumn
New York,2011-10-04,10.267411865487592,autumn
New York,2011-10-05,23.714443530923734,autumn
New York,2011-10-06,15.043446509598784,autumn
New York,2011-10-07,17.621924775217437,autumn
New York,2011-10-08,17.075448114839872,autumn
New York,2011-10-09,17.70794251122348,autumn
New York,2011-10-10,7.519095168602767,autumn
New York,2011-10-11,18.46957978593958,autumn
New York,2011-10-12,16.686054042881835,autumn
